comment,conditionInfo,dateTime,easeOfUse,effectiveness,helpful,reviewerInfo,satisfaction,supplement
"a 800mg oral dose caused severe chills, tremors and other flu like symptoms over a 48hr period. a subsequent 400mg dose caused similar symptoms","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/13/2014 10:02:12 PM,,,,,,YOHIMBE
"Rarely do I ever have side effects from taking any meds or supplements. But Yohimbe 451 from GNC was horrible. It somewhat works for what it's prescribed for. But the side effects were horrible. Chills, jittery, elevated heart rate. I took this one time and for the last time.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/9/2014 5:37:59 PM,,,,,,YOHIMBE
"Rarely do I ever have side effects from taking any meds or supplements. But Yohimbe 451 from GNC was horrible. It somewhat works for what it's prescribed for. But the side effects were horrible. Chills, jittery, elevated heart rate. I took this one time and for the last time.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/9/2014 5:37:59 PM,,,,,,YOHIMBE
"Heed prior reviews. The product works, I was able to get a fantastic erection I have not been able to get in months; but nasty side effects.  Heart racing, watery mouth, upset stomach, chills and sweats.  I will look for alternatives.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",9/6/2014 10:06:49 AM,,,,,,YOHIMBE
It made me tingle in my arms and legs,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",8/15/2014 1:46:18 PM,,,,,,YOHIMBE
"My son experienced all the listed side effects, panic, heart racing, no sleep, upset stomach, anxiety. 4 weeks into taking this product he died of SCA (heart attack) in his sleep at age 21. In the military and in college, ran 10K's all the time. Never had a symptom of heart problem, autopsy showed enlarge heart..This should ingredient should not be anything but a prescription drug...Beware","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",4/12/2015 9:59:32 PM,,,,,,YOHIMBE
"DONT USE THIS UNLESS UNDER SOME KIND OF DR RECOMMENDATION. I took a 112.5mg dose and that was extremely too high. Like others, I felt like something was horribly wrong. I have a high tollerance to things, but not to this. COLD SWEATS, VOMITING,SUPER SHAKY,WATER MOUTH (about to drool everywhere LOL) HORRIBLY WORRIED FEELING. I was about to call poison control to see what would maybe help me get it out of my body faster but after vomiting I feel a little better. I took this strictly for energy/curbed appetite. I will be throwing this junk away. ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/19/2015 9:58:16 AM,,,,,,YOHIMBE
Terrible and horrifying reaction with major psychosymatic behavior for nearly 5 hours. Almost had to go to ER! Do not ever take especially not with coffee!,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/16/2015 3:08:23 PM,,,,,,YOHIMBE
"High anxiety! Beware do not take more than recommended. If you have any heart issues are sensitive to caffeine like products do not use. It helped sexually, however the side effects of anxiety and upset stomach paired with *butterfly"" feelings in your heart for hours is very discomforting! ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/1/2015 12:23:58 PM,,,,,,YOHIMBE
"Yohimbine was effective for my erectile dysfunction. I woke up with about an 80% erection. At my age that was awesome. However, only two capsules in the morning and I get diarrhea. Major disappointment. It is worth a try because ""your mileage may vary.""","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/24/2015 2:17:47 PM,,,,,,YOHIMBE
"Did not help at all. Gave me accelerated heartbeat, diarrhea the following day. Upset stomach and lack of appetite. Not worth all the side effects ,trust me. ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",6/13/2015 1:34:46 PM,,,,,,YOHIMBE
"Viagra is essentially synthetic yohimbe. Since the drug companies are now price gouging for $40/pill when they use to sell it for $2/pill, you can still get the natural Viagra for $0.20/pill, I'd stockpile it because I am sure big pharma wants to ban it. Since the side effects are almost as bad as Viagra, I'd recommend taking just one pill before bed and use it like Cialis dialy. This is just a short-term solution because the side effects are bad. Seek long-time solutions like L-Dopa, HGW, Panax Gingseng, Tribilous, Maca, and L-Arginine. Other supplements, a good multi-vitamin, iodine, and your super foods (including especially beets, pomegranate, and leafy greens, garlic, grapes, berries, nuts, and chocolate), will also help. L-Dopa should be your primary daily supplement to reverse the effects of taking anti-depressants. The rest just help in multiple ways, including giving you a slight boost like taking a quarter dose of Viagra. Big pharma is as evil as big banks. Avoid them if you can.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",8/26/2015 8:36:19 PM,,,,,,YOHIMBE
"Just purchased and took 1 pill. About 1 hour later felt sweaty, wheezy, light-headed...and all this made me anxious/scared.  Did not get a erection. Will never try this again.  It may work for some, but not me. ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/22/2015 6:29:12 PM,,,,,,YOHIMBE
went from getting no erection to a good erection has helped!,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",6/9/2015 7:49:03 PM,,,,,,YOHIMBE
I Began taking Yohimbe 17 years ago. it did effectively worked for about 2 years. Then Subsequently it Stopped Working in my BODY,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",5/7/2015 10:20:09 AM,,,,,,YOHIMBE
"An hour after taking I had heart palpitations, burning & red eyes, flushed skin and nausea followed soon after with pretty bad vomiting, chills, sweats, anxiety...I will NEVER take this again and do not recommend it  ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/23/2015 3:19:07 AM,,,,,,YOHIMBE
"Experienced a marked increase in Blood pressure, Flushing of the face and anxiety.
Seemed to be effective for ED, however will not use again due to side effects.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/22/2015 1:07:32 AM,,,,,,YOHIMBE
"31yr old male. Took one cap, within 15 mins I began to experience anxiety, cold sweats, scarily hard & fast heartbeat, slight dizziness & lack of appetite. I took the product for its fat burning & appetite suppressing qualities. It works! Once I'd got over the initial side effects I also noticed that if I became slightly aroused, I'd get an instant very hard erection & my penis became very very sensitive, the sensations of even holding my penis were unbelievable!! The sex today has been off the scale! So yes it does work... Is it worth the risk of a heart attack? (and I'm not exaggerating) Well that depends on how badly you want to have a good (and I mean good- 3 times today) sex session. ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/2/2015 7:19:30 PM,,,,,,YOHIMBE
It helprd but the side effects weren't worth it.,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",9/13/2015 8:50:29 AM,,,,,,YOHIMBE
